price,kilometer,engine,max_power,max_torque,length,width,height,seating_capacity,fuel_tank_capacity,car_age,fuel_type_CNG + CNG,fuel_type_Diesel,fuel_type_Electric,fuel_type_Hybrid,fuel_type_LPG,fuel_type_Petrol,fuel_type_Petrol + CNG,fuel_type_Petrol + LPG,transmission_Manual,owner_First,owner_Fourth,owner_Second,owner_Third,owner_UnRegistered Car,seller_type_Corporate,seller_type_Individual,drivetrain_FWD,drivetrain_RWD
2375000,61643,1968.0,174.0,380.0,4385.0,1831.0,1608.0,5.0,64.0,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
6500000,21000,1991.0,241.0,370.0,4686.0,1810.0,1409.0,4.0,59.0,5,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
1050000,1500,1199.0,118.0,170.0,3993.0,1811.0,1606.0,5.0,44.0,3,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
445000,38985,1498.0,99.0,205.0,3998.0,1765.0,1647.0,5.0,52.0,11,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
495000,52000,1199.0,89.0,110.0,3955.0,1694.0,1544.0,5.0,40.0,10,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
275000,42000,1197.0,79.0,112.7619,3585.0,1595.0,1550.0,5.0,35.0,14,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
465000,29442,1198.0,87.0,109.0,3990.0,1680.0,1505.0,5.0,35.0,11,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
1050000,71800,1956.0,171.0,350.0,4395.0,1818.0,1640.0,5.0,60.0,8,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
4900000,5000,1497.0,181.0,280.0,4686.0,1810.0,1442.0,5.0,66.0,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
695000,18000,1197.0,68.0,95.0,3805.0,1680.0,1520.0,5.0,60.0,5,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
3210000,37000,2755.0,174.0,450.0,4795.0,1855.0,1835.0,7.0,80.0,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
269000,85000,1497.0,118.0,146.0,4420.0,1695.0,1480.0,5.0,42.0,16,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
445000,65555,1186.0,74.0,190.0,3995.0,1660.0,1520.0,5.0,43.0,7,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
5950000,35000,1999.0,177.0,430.0,4371.0,1996.0,1649.0,5.0,66.5,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3800000,87000,1995.0,190.0,400.0,4657.0,1881.0,1678.0,5.0,67.0,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1000000,42000,1591.0,122.0,154.0,4270.0,1780.0,1630.0,5.0,60.0,7,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
1490000,68000,2179.0,140.0,320.0,4456.0,1820.0,1995.0,7.0,60.0,7,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
1550000,600,1498.0,108.0,144.0,4323.0,1809.0,1650.0,5.0,48.0,3,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
199000,192326,2179.0,120.0,250.0,4421.0,1780.0,1940.0,7.0,65.0,14,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
575000,82000,1998.0,136.0,182.0,4555.0,1770.0,1755.0,8.0,55.0,12,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
484999,86006,1364.0,67.0,170.0,3884.0,1695.0,1510.0,5.0,45.0,8,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
425000,75000,1498.0,99.0,200.0,4440.0,1695.0,1495.0,5.0,40.0,11,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
1150000,99000,2179.0,120.0,280.0,4456.0,1820.0,1995.0,8.0,60.0,11,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True
3195000,21651,1798.0,177.0,250.0,4861.0,1864.0,1483.0,5.0,66.0,4,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
725000,84000,1396.0,89.0,220.0,3995.0,1760.0,1555.0,5.0,45.0,9,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
2450000,65000,2997.0,254.0,619.0,4804.0,2141.0,1796.0,5.0,70.0,11,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
741000,31000,1373.0,91.0,130.0,4490.0,1730.0,1485.0,5.0,43.0,8,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
7350000,17000,1950.0,192.0,400.0,5063.0,1860.0,1494.0,5.0,80.0,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
1550000,28000,2184.0,130.0,300.0,3985.0,1820.0,1920.0,6.0,57.0,5,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
645000,64000,1498.0,99.0,200.0,4440.0,1695.0,1495.0,5.0,40.0,10,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
550000,85000,1498.0,99.0,200.0,4440.0,1695.0,1495.0,5.0,40.0,11,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
595000,35000,1197.0,83.0,115.0,3995.0,1745.0,1500.0,5.0,37.0,8,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
1595000,44000,1984.0,150.0,350.0,4370.0,1783.0,1458.0,5.0,60.0,10,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
500000,32000,998.0,67.0,90.0,3715.0,1635.0,1565.0,5.0,35.0,8,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
345000,49857,998.0,67.0,90.0,3599.0,1495.0,1700.0,5.0,35.0,9,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
299000,46000,998.0,67.0,90.0,3636.0,1475.0,1670.0,5.0,35.0,12,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
160000,50000,1061.0,67.0,84.0,3520.0,1475.0,1690.0,5.0,35.0,17,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
570000,36000,1197.0,83.0,115.0,3995.0,1745.0,1500.0,5.0,37.0,8,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
800000,13000,999.0,99.0,152.0,3991.0,1750.0,1605.0,5.0,40.0,4,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
315000,45000,998.0,68.0,94.0,3515.0,1500.0,1510.0,5.0,32.0,12,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
227000,87513,796.0,47.0,62.0,3495.0,1475.0,1460.0,5.0,35.0,14,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
1850000,26000,3498.0,272.0,345.0,5226.0,2120.0,1479.0,5.0,90.0,14,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
610000,3800,998.0,58.0,78.0,3565.0,1520.0,1564.0,4.0,55.0,3,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
1995000,35123,2393.0,148.0,343.0,4735.0,1830.0,1795.0,8.0,55.0,7,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True
1875000,21000,1493.0,114.0,250.0,4315.0,1800.0,1645.0,5.0,50.0,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
1748999,2670,1497.0,113.0,144.0,4300.0,1790.0,1635.0,5.0,50.0,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
640000,124000,1598.0,105.0,250.0,4386.0,1699.0,1466.0,5.0,55.0,9,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
779000,9889,1197.0,82.0,115.0,3985.0,1734.0,1505.0,5.0,45.0,9,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
1450000,13000,1497.0,118.0,145.0,4440.0,1695.0,1495.0,5.0,40.0,4,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
890000,35000,1198.0,108.0,170.0,3994.0,1811.0,1607.0,5.0,44.0,7,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
625000,51145,1197.0,83.0,115.0,3995.0,1745.0,1500.0,5.0,37.0,8,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
8500000,13000,2987.0,255.0,620.0,5130.0,1934.0,1850.0,7.0,100.0,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2900000,56000,4163.0,444.0,430.0,4649.0,1860.0,1366.0,5.0,64.0,14,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4550000,45000,2143.0,168.0,400.0,4656.0,1890.0,1639.0,5.0,66.0,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2500000,82900,1968.0,174.0,350.0,4861.0,1864.0,1483.0,5.0,66.0,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
249000,56843,796.0,47.0,69.0,3395.0,1490.0,1475.0,5.0,35.0,11,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
270000,64000,1196.0,70.0,102.0,3795.0,1680.0,1427.0,5.0,45.0,10,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
825000,9644,1197.0,82.0,113.0,3995.0,1735.0,1515.0,5.0,37.0,6,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
425000,41624,998.0,67.0,90.0,3695.0,1600.0,1560.0,5.0,35.0,8,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
459999,82844,1186.0,74.0,190.0,3765.0,1660.0,1520.0,5.0,43.0,9,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
980000,78000,2497.0,204.0,245.0,4868.0,1854.0,1471.0,5.0,80.0,14,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
789000,60444,1498.0,105.0,142.0,4315.0,1822.0,1695.0,5.0,50.0,8,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
5100000,6000,1998.0,248.0,350.0,4633.0,1811.0,1429.0,5.0,57.0,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
775000,125000,2179.0,120.0,280.0,4456.0,1820.0,1995.0,8.0,60.0,11,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True
1400000,13000,1591.0,122.0,154.0,4270.0,1780.0,1630.0,5.0,60.0,6,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
770000,112000,1248.0,89.0,200.0,4265.0,1695.0,1685.0,7.0,45.0,10,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
445000,54948,1248.0,75.0,190.0,3715.0,1680.0,1620.0,5.0,43.0,13,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
450000,53300,1197.0,81.0,114.0,3765.0,1660.0,1520.0,5.0,43.0,9,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
840000,34000,1497.0,117.0,145.0,4440.0,1695.0,1495.0,5.0,40.0,6,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
18500000,21000,3982.0,463.0,700.0,5462.0,1899.0,1498.0,4.0,70.0,4,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
4000000,25500,1999.0,177.0,430.0,4360.0,2120.0,1635.0,5.0,57.0,8,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
690000,157662,1997.0,138.0,320.0,4585.0,1890.0,1785.0,7.0,70.0,10,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
2800000,20000,2143.0,136.0,300.0,4630.0,1777.0,1432.0,5.0,56.0,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
525000,78900,1120.0,71.0,160.0,3995.0,1660.0,1520.0,5.0,43.0,7,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
285000,52000,998.0,59.0,77.0,3539.0,1475.0,1700.0,5.0,35.0,14,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
7780000,11000,1950.0,192.0,400.0,5063.0,1860.0,1494.0,5.0,80.0,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
1200000,95785,2179.0,154.0,400.0,4788.0,1903.0,1791.0,7.0,60.0,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
620000,92000,1498.0,99.0,205.0,3998.0,1765.0,1647.0,5.0,52.0,8,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
5200000,43000,1999.0,177.0,430.0,4731.0,2071.0,1651.0,5.0,82.0,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1998999,39328,2143.0,134.0,300.0,4630.0,1777.0,1432.0,5.0,56.0,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
2725000,18625,2393.0,148.0,360.0,4735.0,1830.0,1795.0,7.0,55.0,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
590000,26000,1197.0,83.0,115.0,3850.0,1695.0,1530.0,5.0,42.0,6,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
1489000,81000,1995.0,112.0,270.0,4097.0,1789.0,1561.0,5.0,47.0,11,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
685000,92000,1248.0,74.0,190.0,3995.0,1735.0,1515.0,5.0,37.0,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
1121000,38000,2523.0,75.0,200.0,4456.0,1820.0,1930.0,7.0,60.0,6,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True
114999,93000,1368.0,90.0,116.0,4413.0,1703.0,1550.0,5.0,44.0,13,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
545000,10340,998.0,67.0,90.0,3599.0,1495.0,1700.0,5.0,35.0,6,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
1350000,47706,1968.0,174.0,380.0,4385.0,1831.0,1608.0,5.0,64.0,10,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1299000,13400,1462.0,103.0,138.0,4445.0,1775.0,1700.0,6.0,45.0,4,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
450000,44613,1498.0,99.0,215.0,3995.0,1695.0,1525.0,5.0,40.0,9,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
9000000,7000,1988.0,295.0,380.0,4379.0,1801.0,1295.0,2.0,54.0,8,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
550000,29000,1197.0,83.0,115.0,3850.0,1695.0,1530.0,5.0,42.0,6,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
4390000,23000,1995.0,188.0,400.0,4633.0,1811.0,1429.0,5.0,57.0,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
445000,67580,998.0,58.0,77.0,3599.0,1495.0,1700.0,5.0,35.0,10,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
495000,42000,1591.0,121.0,155.0,4375.0,1700.0,1475.0,5.0,43.0,10,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
360000,16205,998.0,68.0,94.0,3515.0,1550.0,1510.0,5.0,32.0,10,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
345000,92000,1995.0,120.0,170.0,4470.0,1810.0,1695.0,5.0,66.0,18,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
565000,29000,1197.0,79.0,112.0,3765.0,1660.0,1520.0,5.0,43.0,9,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
9390000,14000,1950.0,241.0,500.0,4924.0,2157.0,1772.0,5.0,93.0,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
615000,69000,1493.0,100.0,240.0,3995.0,1835.0,1839.0,7.0,60.0,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
525000,114635,1498.0,99.0,200.0,4440.0,1695.0,1495.0,5.0,40.0,10,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
2650000,50000,1995.0,184.0,350.0,4454.0,2044.0,1545.0,5.0,63.0,7,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
3785000,29221,1995.0,184.0,350.0,4454.0,2044.0,1545.0,5.0,63.0,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
1175000,77000,1968.0,177.0,380.0,4915.0,1874.0,1455.0,5.0,65.0,13,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
6400000,5500,1950.0,192.0,400.0,4658.0,1890.0,1644.0,5.0,66.0,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1450000,70000,1995.0,184.0,380.0,4624.0,2031.0,1429.0,5.0,60.0,12,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
1390000,32000,1498.0,119.0,145.0,4549.0,1748.0,1489.0,5.0,40.0,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
35000000,9500,3902.0,660.0,760.0,4568.0,1952.0,1213.0,2.0,78.0,7,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
2990000,17904,1968.0,141.0,340.0,4486.0,1839.0,1672.0,5.0,71.0,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2150000,95000,2179.0,190.0,420.0,4355.0,2120.0,1635.0,5.0,57.0,13,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
315000,72000,998.0,59.0,77.0,3539.0,1475.0,1700.0,5.0,35.0,12,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
8500000,25275,2996.0,362.0,520.0,4891.0,2003.0,1719.0,5.0,93.0,7,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
400000,67850,998.0,58.0,77.0,3599.0,1495.0,1700.0,5.0,35.0,9,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
49000,60000,624.0,35.0,48.0,3099.0,1495.0,1652.0,4.0,15.0,15,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True
610000,105000,1248.0,74.0,190.0,3850.0,1695.0,1530.0,5.0,42.0,8,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False
1075000,45000,1591.0,122.0,151.0,4270.0,1780.0,1665.0,5.0,55.0,6,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
7500000,8000,1950.0,192.0,400.0,5063.0,1860.0,1494.0,5.0,80.0,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
1321000,38000,1798.0,138.0,173.0,4620.0,1775.0,1475.0,5.0,55.0,7,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
950000,55055,1248.0,89.0,200.0,4300.0,1785.0,1595.0,5.0,48.0,5,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
825000,22000,1197.0,83.0,115.0,3995.0,1745.0,1500.0,5.0,37.0,4,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
1300000,95000,2477.0,176.0,400.0,4695.0,1815.0,1840.0,7.0,70.0,12,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
465000,25704,1197.0,85.0,114.0,3850.0,1695.0,1530.0,5.0,42.0,11,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
475000,55353,1248.0,74.0,190.0,3995.0,1695.0,1555.0,5.0,42.0,9,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
1775000,80000,1968.0,174.0,380.0,4385.0,1831.0,1608.0,5.0,64.0,10,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
825000,62000,1197.0,103.0,175.0,4390.0,1699.0,1467.0,5.0,55.0,7,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
3450000,41526,3198.0,197.0,470.0,4892.0,1860.0,1837.0,7.0,80.0,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
379000,29434,1047.0,69.0,140.0,3746.0,1647.0,1535.0,5.0,35.0,7,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
240000,42000,1198.0,67.0,104.0,3785.0,1635.0,1485.0,5.0,35.0,8,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
1525000,14000,1497.0,114.0,144.0,4315.0,1800.0,1645.0,5.0,50.0,4,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
1400000,35000,1995.0,184.0,380.0,4624.0,2031.0,1429.0,5.0,60.0,11,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
2450000,61000,2143.0,134.0,300.0,4424.0,1804.0,1494.0,5.0,50.0,7,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
1789999,45000,2143.0,134.0,300.0,4417.0,1804.0,1494.0,5.0,50.0,10,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
4275000,31000,1950.0,192.0,400.0,4686.0,1810.0,1442.0,5.0,66.0,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
775000,39000,1197.0,82.0,115.0,3995.0,1775.0,1505.0,5.0,37.0,5,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
229999,52000,998.0,67.0,90.0,3600.0,1495.0,1595.0,5.0,35.0,13,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
280000,54000,998.0,59.0,77.0,3539.0,1475.0,1700.0,5.0,35.0,14,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
300000,51000,814.0,55.0,75.0,3495.0,1550.0,1500.0,5.0,32.0,7,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
160000,72000,998.0,67.0,90.0,3545.0,1490.0,1475.0,5.0,35.0,14,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
150000,65000,796.0,47.0,62.0,3495.0,1475.0,1460.0,5.0,35.0,14,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
8300000,50000,1950.0,241.0,500.0,4924.0,2157.0,1772.0,5.0,93.0,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1685000,80251,1968.0,174.0,380.0,4385.0,1831.0,1608.0,5.0,64.0,9,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
270000,86000,1197.0,80.0,111.0,3565.0,1595.0,1550.0,5.0,35.0,15,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
210000,42505,796.0,47.0,69.0,3395.0,1490.0,1475.0,5.0,35.0,11,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
625000,42000,1197.0,82.0,115.0,3985.0,1734.0,1505.0,5.0,45.0,8,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
6900000,42200,2993.0,262.0,620.0,5219.0,1902.0,1481.0,4.0,78.0,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
1490000,57600,1353.0,138.0,242.0,4315.0,1800.0,1645.0,5.0,50.0,6,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
1095000,57000,2179.0,153.0,360.0,4585.0,1890.0,1785.0,7.0,70.0,7,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
850000,85000,2953.0,154.0,380.0,5060.0,1788.0,1826.0,7.0,71.0,11,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1600000,128000,1995.0,182.0,400.0,4475.0,1850.0,1660.0,5.0,62.0,9,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
265000,66000,1496.0,80.0,132.0,4265.0,1695.0,1510.0,5.0,45.0,14,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
360000,58000,1598.0,103.0,153.0,4384.0,1699.0,1466.0,5.0,55.0,12,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
350000,89445,1248.0,75.0,190.0,3715.0,1680.0,1620.0,5.0,43.0,13,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
1485000,64120,2982.0,169.0,343.0,4705.0,1840.0,1850.0,7.0,80.0,10,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
800000,82300,1373.0,91.0,130.0,4490.0,1730.0,1485.0,5.0,43.0,8,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
710000,73000,1248.0,89.0,200.0,3995.0,1790.0,1640.0,5.0,48.0,8,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
710000,72000,1598.0,118.0,320.0,4300.0,1765.0,1590.0,5.0,48.0,7,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
720000,50197,999.0,75.0,95.0,3971.0,1682.0,1469.0,5.0,45.0,7,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
395000,44527,1198.0,87.0,109.0,3990.0,1680.0,1505.0,5.0,35.0,11,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
2799000,72400,1968.0,188.0,400.0,4726.0,1842.0,1427.0,5.0,54.0,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
455000,50000,1499.0,109.0,140.0,3999.0,1765.0,1708.0,5.0,52.0,11,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
690000,37000,1497.0,117.0,145.0,4440.0,1695.0,1495.0,5.0,40.0,11,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
13000000,20000,2925.0,326.0,700.0,5207.0,2157.0,1823.0,7.0,90.0,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1995000,8000,1956.0,168.0,350.0,4598.0,1894.0,1706.0,5.0,50.0,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
1750000,69000,1995.0,190.0,400.0,4899.0,2094.0,1464.0,5.0,65.0,11,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
2900000,25000,1995.0,184.0,350.0,4454.0,2044.0,1545.0,5.0,63.0,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
4500000,17000,1995.0,184.0,350.0,4454.0,2044.0,1545.0,5.0,63.0,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
450000,61000,1497.0,116.0,146.0,4440.0,1695.0,1485.0,5.0,42.0,12,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
2149000,69000,1995.0,188.0,400.0,4936.0,1868.0,1479.0,5.0,65.0,10,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
4200000,77000,2987.0,258.0,619.0,5120.0,1934.0,1850.0,7.0,100.0,10,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
860000,82200,1497.0,108.0,260.0,3994.0,1811.0,1607.0,5.0,44.0,7,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
875000,28000,1497.0,117.0,145.0,4440.0,1695.0,1495.0,5.0,40.0,7,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
